TimeUtc,BarIndex,EvaluationCount,Price,CloudColor,Bias,DeviationPct,HasPendingOrder,CooldownActive,Reason,EMA_20,EMA_50,EMA_100
2026-04-02 02:04:55,0,0,23991.334938696275900,Gray,None,0,False,False,History not loaded (warmup not complete).,23991.334938696275900,23991.334938696275900,23991.334938696275900
2026-04-02 02:05:55,1,0,23991.5577240714606440,Green,None,0.0000084016809675798602220803,False,False,History not loaded (warmup not complete).,23991.356156351055399428571429,23991.343675377655693882352942,23991.339350287863716712871288
2026-04-02 02:06:55,2,0,23984.8768999776229640,Red,None,-0.0002443519692021486067345981,False,False,History not loaded (warmup not complete).,23990.739084315490405578231293,23991.090076342360292710495964,23991.211380974789642401725322
2026-04-02 02:07:55,3,0,23984.9969969992511800,Red,None,-0.0002165560746723079912363738,False,False,History not loaded (warmup not complete).,23990.192218856800955523161646,23990.851132054395229466947103,23991.088323866363138195750563
2026-04-02 02:08:55,4,0,23979.3166093012861000,Red,None,-0.0004101785420771875762018979,False,False,History not loaded (warmup not complete).,23989.156446518180493092384347,23990.398797828783106742753099,23990.855220607648741399795106
2026-04-02 02:09:55,5,0,23984.1332439724976400,Red,None,-0.0001894561382027657018605742,False,False,History not loaded (warmup not complete).,23988.678046275734507083585838,23990.153089834418970792056899,23990.722112159427927510690253
2026-04-02 02:10:55,6,0,23991.3552562433086600,Red,None,0.0001009731273928038265671178,False,False,History not loaded (warmup not complete).,23988.933018653598712123244329,23990.200233615159742917858590,23990.734649666039427163943911
2026-04-02 02:11:55,7,0,23991.9469172749421160,Red,None,0.0001136702506780215159399601,False,False,History not loaded (warmup not complete).,23989.220056617536179159125821,23990.268731013582581077942567,23990.758654965225619022083636
2026-04-02 02:12:55,8,0,23993.5564139129391000,Red,None,0.000163544431016521342290567,False,False,History not loaded (warmup not complete).,23989.633043026622171620161457,23990.397659754733817114101682,23990.814056132507074090953267
2026-04-02 02:13:55,9,0,23998.5140687127197400,Red,None,0.0003349334444118220330096989,False,False,History not loaded (warmup not complete).,23990.478854996726701942050842,23990.715950302105814090019263,23990.966531629144948663409638
2026-04-02 02:14:55,10,0,24002.2409701590617000,Gray,None,0.0004435683379531210067780258,False,False,History not loaded (warmup not complete).,23991.599056440758606518998381,23991.167911865123691968842037,23991.189787837658151660173804
2026-04-02 02:15:55,11,0,24001.9487894614919920,Green,None,0.0003902890939439247914486124,False,False,History not loaded (warmup not complete).,23992.584745299876071802903298,23991.590691378706762558299212,23991.402837374763772260962441
2026-04-02 02:16:55,12,0,23992.0003682477401320,Green,None,-0.0000220369471179460185356273,False,False,History not loaded (warmup not complete).,23992.529090342529791821674413,23991.606757138276698614836498,23991.414669669278155622131502
2026-04-02 02:17:55,13,0,23991.7295767794035160,Green,None,-0.0000301498732071856514950423,False,False,History not loaded (warmup not complete).,23992.452946193660622695800659,23991.611573594791475767195851,23991.420905453637073649416027
2026-04-02 02:18:55,14,0,23987.1286239182243960,Green,None,-0.0002007858799789481705207611,False,False,History not loaded (warmup not complete).,23991.945867881714315391438692,23991.435771646690805972403857,23991.335909779668505775170165
2026-04-02 02:19:55,15,0,23983.0241968403682760,Red,None,-0.0003364576600755464888287761,False,False,History not loaded (warmup not complete).,23991.096184925395644973206435,23991.105905968011491071525274,23991.171321404632857660810359
2026-04-02 02:20:55,16,0,23976.5375081200792760,Red,None,-0.0005490744303498981723834726,False,False,History not loaded (warmup not complete).,23989.709644277270276499567727,23990.534596248484737539308597,23990.881542923750608519012134
2026-04-02 02:21:55,17,0,23978.8541764108716160,Red,None,-0.0004094270925908730173158368,False,False,History not loaded (warmup not complete).,23988.675790194756118356751753,23990.076540568578340616198456,23990.643377250228252231506943
2026-04-02 02:22:55,18,0,23969.4562471096665560,Red,None,-0.0007249436160169166318713824,False,False,History not loaded (warmup not complete).,23986.845357519985683846584920,23989.267901609405329454778908,23990.223830118731981019001855
2026-04-02 02:23:55,19,0,23960.8014401890343960,Red,None,-0.0009824543725505856584773706,False,False,History not loaded (warmup not complete).,23984.364984440847465956433975,23988.151569788998626182042480,23989.641208535965692206744393
2026-04-02 02:24:55,20,0,23952.6976733760431560,Red,None,-0.0011947358181509769932799788,False,False,History not loaded (warmup not complete).,23981.349050053723245960583120,23986.761220910059195978825127,23988.909653384284057826412821
2026-04-02 02:25:55,21,0,23942.9968558731473960,Red,None,-0.0014471617119814670431378429,False,False,History not loaded (warmup not complete).,23977.696460131763641202432347,23985.044971300768537156126102,23988.000489077132836800147221
2026-04-02 02:26:55,22,0,23950.3889130057715160,Red,None,-0.0010305205292451862823963234,False,False,History not loaded (warmup not complete).,23975.095741357859629278391171,23983.685910191160810836278019,23987.255705392551424507074998
2026-04-02 02:27:55,23,0,23947.6700080687505960,Red,None,-0.0010350933566822939402262447,False,False,History not loaded (warmup not complete).,23972.483766758896864204258679,23982.273521872634920058384764,23986.471830198020715031687374
2026-04-02 02:28:55,24,0,23946.4516413195298980,Red,None,-0.0009825978706468892464875028,False,False,History not loaded (warmup not complete).,23970.004516717052391232424519,23980.868742243101389781585362,23985.679351210327827565713367
2026-04-02 02:29:55,25,0,23949.5007320072039380,Red,None,-0.0007739904554117993490353537,False,False,History not loaded (warmup not complete).,23968.051775316114443305526946,23979.638624194634823045052602,23984.962942909275869356491320
2026-04-02 02:30:55,26,0,23940.9460138859906980,Red,None,-0.0010233164657700843502051837,False,False,History not loaded (warmup not complete).,23965.470274227531229466905332,23978.121266927629171082501520,23984.091320552379133290026146
2026-04-02 02:31:55,27,0,23948.5423329884848980,Red,None,-0.0006391189724973915568429083,False,False,History not loaded (warmup not complete).,23963.858089347622055041485777,23976.961308733937238804756362,23983.387380204579247442698896
2026-04-02 02:32:55,28,0,23950.5603862742708780,Red,None,-0.0005020848888815147831946749,False,False,History not loaded (warmup not complete).,23962.591641435874323894677608,23975.925978441401303086922779,23982.737340720810764879477135
2026-04-02 02:33:55,29,0,23940.9772011455973380,Red,None,-0.0008161722473681542308106165,False,False,History not loaded (warmup not complete).,23960.533123312990801428517836,23974.555438155291343671749337,23981.910407263875845535329073
2026-04-02 02:34:55,30,0,23932.1646882883108380,Red,None,-0.0010713273215020073583598032,False,False,History not loaded (warmup not complete).,23957.831367596354614435325662,23972.893055807566617959131716,23980.925343521785449346510676
2026-04-02 02:35:55,31,0,23927.5850016379658780,Red,None,-0.0011423843008198129155568889,False,False,History not loaded (warmup not complete).,23954.950761314603306203389885,23971.116269369543059529361845,23979.869099128046447933708484
2026-04-02 02:36:55,32,0,23919.8123648994659580,Red,None,-0.0013273383336871495263075414,False,False,History not loaded (warmup not complete).,23951.604247370304511136400372,23969.104351547187094763504518,23978.679856866094359024130098
2026-04-02 02:37:55,33,0,23922.1226420729060580,Red,None,-0.0011137859638028394012606648,False,False,History not loaded (warmup not complete).,23948.796475437218944171028908,23967.261931567803524694347478,23977.559912018704491677117621
2026-04-02 02:38:55,34,0,23913.8161469641216580,Red,None,-0.0013217061601401736522296494,False,False,History not loaded (warmup not complete).,23945.465015582638250249978535,23965.166018446090510314176988,23976.297659245346415762719252
2026-04-02 02:39:55,35,0,23922.4796594038976380,Red,None,-0.0008685642973499994561450061,False,False,History not loaded (warmup not complete).,23943.275934041805810988075818,23963.492043581690789831268086,23975.231956278189014222863425
2026-04-02 02:40:55,36,0,23929.4678428021575180,Red,None,-0.0005218050014745973672578823,False,False,History not loaded (warmup not complete).,23941.960877733267878322544788,23962.157761198179681132002671,23974.325736209356707366965139
2026-04-02 02:41:55,37,0,23932.1816425827245980,Red,None,-0.0003695697135241348132834867,False,False,History not loaded (warmup not complete).,23941.029522004644708768016712,23960.982227134828501401335900,23973.491199701898645795342066
2026-04-02 02:42:55,38,0,23940.7001927731093580,Red,None,-0.0000124457861305438449495198,False,False,History not loaded (warmup not complete).,23940.998157315927056313919883,23960.186853238290495777754100,23972.841872832021630195434303
2026-04-02 02:43:55,39,0,23946.6167739716436180,Red,None,0.0002123301900329119765167158,False,False,History not loaded (warmup not complete).,23941.533263664090538379260846,23959.654693267049441747253939,23972.322563943697313122257386
2026-04-02 02:44:55,40,0,23941.6308173777678580,Red,None,0.0000036865997085355610137652,False,False,History not loaded (warmup not complete).,23941.542554493964568819331242,23958.947874604724673757165549,23971.714806585956135793103774
2026-04-02 02:45:55,41,0,23932.6780946239260980,Red,None,-0.00033500382860292282891361,False,False,History not loaded (warmup not complete).,23940.698320220627571598442553,23957.917687154497278629433566,23970.941802388688214252646274
2026-04-02 02:46:55,42,0,23925.8367201480253780,Red,None,-0.000561679714006565317371041,False,False,History not loaded (warmup not complete).,23939.282929737522600779543262,23956.659610016988576643965583,23970.048632443328554128831496
2026-04-02 02:47:55,43,0,23922.9124469044210180,Red,None,-0.000618746766874761351910584,False,False,History not loaded (warmup not complete).,23937.723836134370069086253428,23955.336191855711417481457129,23969.115242630676919750042753
2026-04-02 02:48:55,44,0,23925.1591222617584380,Red,None,-0.0004749258053495399053658879,False,False,History not loaded (warmup not complete).,23936.527196717930866125657864,23954.152777361830908482184300,23968.244824405549821101527055
2026-04-02 02:49:55,45,0,23927.4005378630945580,Red,None,-0.0003449854293823795741127842,False,False,History not loaded (warmup not complete).,23935.657991112708360589880924,23953.103669930507914345628053,23967.436026652233875297536420
2026-04-02 02:50:55,46,0,23926.0025926474493380,Red,None,-0.0003649856768833159532955423,False,False,History not loaded (warmup not complete).,23934.738429354112263200368455,23952.040882586074244685015188,23966.615562612535171588674313
2026-04-02 02:51:55,47,0,23930.0454868423032380,Red,None,-0.0001774021850212768773818811,False,False,History not loaded (warmup not complete).,23934.291482448225689371761935,23951.178318047102832658151847,23965.891402696292955081967890
2026-04-02 02:52:55,48,0,23928.8076544640620820,Red,None,-0.0002073036891163563020743341,False,False,History not loaded (warmup not complete).,23933.769213116400583907784608,23950.301037122277705181361578,23965.157071048129967496186347
2026-04-02 02:53:55,49,0,23936.9732429911257220,Red,None,0.0001211195439986689691260346,False,False,History not loaded (warmup not complete).,23934.074358818755358964186074,23949.778378528899196036994458,23964.598975443040774516063845
2026-04-02 02:54:55,50,0,23935.9260921114710840,Red,None,0.0000699991723585728982630613,False,False,History not loaded (warmup not complete).,23934.250714370442570872358829,23949.235151610568681839465264,23964.031195575088899456339808
2026-04-02 02:55:55,51,0,23940.2107443940875040,Red,None,0.0002252955523150129952002786,False,False,History not loaded (warmup not complete).,23934.818336277456374027372274,23948.881253288353733688897999,23963.559503472494812417600405
2026-04-02 02:56:55,52,0,23937.4835789238491240,Red,None,0.0001007479733666804566075002,False,False,History not loaded (warmup not complete).,23935.072168910446159739051105,23948.434285666216298014823568,23963.043148530937472052895447
2026-04-02 02:57:55,53,0,23933.7038640182948240,Red,None,-0.0000517231313140946017014766,False,False,History not loaded (warmup not complete).,23934.941854158812699192474810,23947.856622072180161778948134,23962.462172599994053279570784
2026-04-02 02:58:55,54,0,23925.3816485942255240,Red,None,-0.0003613979470073206648598058,False,False,History not loaded (warmup not complete).,23934.031358390756777745572447,23946.975250563240764218989384,23961.727904797899626957203046
2026-04-02 02:59:55,55,0,23920.8395631149594640,Red,None,-0.000498706640683646251396858,False,False,History not loaded (warmup not complete).,23932.774996935918938341232214,23945.950321643700321073146663,23960.918234665564178185773283
2026-04-02 03:00:55,56,0,23926.5285202099608040,Red,None,-0.0002361495759407831007661693,False,False,History not loaded (warmup not complete).,23932.180094390589592213495813,23945.188682371788967462435029,23960.237250220898764835559951
2026-04-02 03:01:55,57,0,23918.2335704929350840,Red,None,-0.0005272810012540348380330307,False,False,History not loaded (warmup not complete).,23930.851854019384400955067640,23944.131619160853521052143460,23959.405494186681662244756784
2026-04-02 03:02:55,58,0,23925.3413347971351640,Red,None,-0.000208342654860520473684331,False,False,History not loaded (warmup not complete).,23930.327042664884473626013579,23943.394745264237114893235873,23958.730956376987672180504174
2026-04-02 03:03:55,59,0,23919.2946106005899840,Red,None,-0.000417134396751922654861339,False,False,History not loaded (warmup not complete).,23929.276334849237379375917047,23942.449641944094090152324662,23957.950038638841183305642705
2026-04-02 03:04:55,60,0,23926.5468062723738440,Red,None,-0.0001032041365643148603109033,False,False,History not loaded (warmup not complete).,23929.016379746678947435353519,23941.826001329516825597331538,23957.328192453366582527313147
2026-04-02 03:05:55,61,0,23932.6735734067267840,Red,None,0.0001382773653064699789448844,False,False,History not loaded (warmup not complete).,23929.364683904778741393891279,23941.467082587446627887632262,23956.839982175215299388158431
2026-04-02 03:06:55,62,0,23925.9475872274243440,Red,None,-0.0001292011295045733129648107,False,False,History not loaded (warmup not complete).,23929.039246125983084499234966,23940.858474926269283421450604,23956.228251582189735915125591
2026-04-02 03:07:55,63,0,23921.6297216255355440,Red,None,-0.0002801639102362482758850514,False,False,History not loaded (warmup not complete).,23928.333577125940461594545922,23940.104406169377764228452541,23955.543132177107474689083500
2026-04-02 03:08:55,64,0,23916.7032406324069440,Red,None,-0.000439778745410819118594663,False,False,History not loaded (warmup not complete).,23927.225926031318221823636787,23939.186713403222045788121068,23954.774025413846078041774916
2026-04-02 03:09:55,65,0,23924.4047236090547240,Red,None,-0.0001066795268480536244950182,False,False,History not loaded (warmup not complete).,23926.957240086340745840433283,23938.607027528940974345449653,23954.172653100879912615205115
